,match_id,inning,bowling_team,avg_over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,over-binned,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Mumbai Indians,Pune Warriors,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Sunrisers Hyderabad
3953,17,2,Rising Pune Supergiant,0.47368421052631576,5,Mandeep Singh,V Kohli,SN Thakur,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,MS Dhoni,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3975,17,2,Rising Pune Supergiant,0.10526315789473684,3,V Kohli,AB de Villiers,BA Stokes,0,0,0,0,0,0,0,0,0,V Kohli,caught,AM Rahane,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4006,17,2,Rising Pune Supergiant,0.0,3,AB de Villiers,KM Jadhav,Imran Tahir,0,0,0,0,0,0,0,0,0,AB de Villiers,stumped,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4051,17,2,Rising Pune Supergiant,0.0,3,P Negi,STR Binny,SN Thakur,0,0,0,0,0,0,0,0,0,P Negi,caught,RA Tripathi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4103,18,1,Kolkata Knight Riders,0.05263157894736842,1,SW Billings,SV Samson,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,SW Billings,caught,RV Uthappa,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4113,18,1,Kolkata Knight Riders,0.05263157894736842,5,SV Samson,KK Nair,UT Yadav,0,0,0,0,0,0,0,0,0,SV Samson,caught,RV Uthappa,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4146,18,1,Kolkata Knight Riders,0.0,2,SS Iyer,KK Nair,SP Narine,0,0,0,0,0,0,1,0,1,SS Iyer,run out,C de Grandhomme,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4177,18,1,Kolkata Knight Riders,0.0,2,RR Pant,CH Morris,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,RR Pant,caught,G Gambhir,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4187,18,1,Kolkata Knight Riders,0.0,5,CH Morris,PJ Cummins,CR Woakes,0,0,0,0,0,0,0,0,0,CH Morris,caught,UT Yadav,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4193,18,2,Delhi Daredevils,1.0,5,C de Grandhomme,G Gambhir,Z Khan,0,0,0,0,0,0,0,0,0,C de Grandhomme,caught,SW Billings,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4200,18,2,Delhi Daredevils,0.47368421052631576,6,RV Uthappa,G Gambhir,PJ Cummins,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,RR Pant,medium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4205,18,2,Delhi Daredevils,0.2631578947368421,5,G Gambhir,MK Pandey,Z Khan,0,0,0,0,0,0,0,0,0,G Gambhir,caught,AD Mathews,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4299,18,2,Delhi Daredevils,0.0,6,SA Yadav,MK Pandey,PJ Cummins,0,0,0,0,0,0,0,0,0,SA Yadav,caught,Z Khan,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4308,18,2,Delhi Daredevils,0.0,2,CR Woakes,MK Pandey,A Mishra,0,0,0,0,0,0,0,0,0,CR Woakes,stumped,RR Pant,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4343,19,1,Kings XI Punjab,0.15789473684210525,6,S Dhawan,DA Warner,MM Sharma,0,0,0,0,0,0,0,0,0,S Dhawan,caught,WP Saha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4368,19,1,Kings XI Punjab,0.05263157894736842,1,MC Henriques,DA Warner,AR Patel,0,0,0,0,0,0,0,0,0,MC Henriques,stumped,WP Saha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4369,19,1,Kings XI Punjab,0.05263157894736842,2,Yuvraj Singh,DA Warner,AR Patel,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,WP Saha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4408,19,1,Kings XI Punjab,0.0,3,NV Ojha,DA Warner,KC Cariappa,0,0,0,0,0,0,0,0,0,NV Ojha,stumped,WP Saha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4428,19,1,Kings XI Punjab,0.0,4,DJ Hooda,DA Warner,MM Sharma,0,0,0,0,0,0,0,0,0,DJ Hooda,caught,Sandeep Sharma,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4433,19,1,Kings XI Punjab,0.0,3,Mohammad Nabi,DA Warner,Sandeep Sharma,0,0,0,0,0,0,0,0,0,Mohammad Nabi,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4453,19,2,Sunrisers Hyderabad,0.2631578947368421,5,GJ Maxwell,M Vohra,B Kumar,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,DA Warner,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4520,19,2,Sunrisers Hyderabad,0.0,4,AR Patel,M Vohra,MC Henriques,0,0,0,0,0,0,0,0,0,AR Patel,caught,S Dhawan,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4537,19,2,Sunrisers Hyderabad,0.0,2,MM Sharma,M Vohra,B Kumar,0,0,0,0,0,0,0,0,0,MM Sharma,caught,S Dhawan,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4658,20,1,Gujarat Lions,0.0,5,V Kohli,TM Head,DS Kulkarni,0,0,0,0,0,0,0,0,0,V Kohli,caught,DR Smith,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4691,20,2,Royal Challengers Bangalore,0.47368421052631576,2,DR Smith,BB McCullum,YS Chahal,0,0,0,0,0,0,0,0,0,DR Smith,caught,Mandeep Singh,medium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4708,20,2,Royal Challengers Bangalore,0.21052631578947367,7,SK Raina,BB McCullum,YS Chahal,0,0,0,0,0,0,0,0,0,SK Raina,caught,SR Watson,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4746,20,2,Royal Challengers Bangalore,0.05263157894736842,5,AJ Finch,BB McCullum,P Negi,0,0,0,0,0,0,0,0,0,AJ Finch,stumped,KM Jadhav,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4754,20,2,Royal Challengers Bangalore,0.0,6,KD Karthik,BB McCullum,S Aravind,0,0,0,0,0,0,0,0,0,KD Karthik,caught,V Kohli,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4776,20,2,Royal Challengers Bangalore,0.0,4,BB McCullum,RA Jadeja,YS Chahal,0,0,0,0,0,0,0,0,0,BB McCullum,caught,AF Milne,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4794,20,2,Royal Challengers Bangalore,0.0,4,RA Jadeja,Ishan Kishan,TM Head,0,0,0,0,0,0,1,0,1,RA Jadeja,run out,P Negi,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4807,20,2,Royal Challengers Bangalore,0.0,4,Ishan Kishan,AJ Tye,AF Milne,0,0,0,0,0,0,0,0,0,Ishan Kishan,caught,YS Chahal,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4821,21,1,Delhi Daredevils,0.47368421052631576,5,DA Warner,S Dhawan,CH Morris,0,0,0,0,0,0,0,0,0,DA Warner,caught,A Mishra,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4909,21,1,Delhi Daredevils,0.0,1,KS Williamson,S Dhawan,CH Morris,0,0,0,0,0,0,0,0,0,KS Williamson,caught,SS Iyer,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4921,21,1,Delhi Daredevils,0.0,1,S Dhawan,Yuvraj Singh,CH Morris,0,0,0,0,0,0,0,0,0,S Dhawan,caught,AD Mathews,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4943,21,2,Sunrisers Hyderabad,0.47368421052631576,5,SW Billings,SV Samson,Mohammed Siraj,0,0,0,0,0,0,0,0,0,SW Billings,caught,DJ Hooda,medium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4989,21,2,Sunrisers Hyderabad,0.05263157894736842,2,SV Samson,KK Nair,Yuvraj Singh,0,0,0,0,0,0,1,0,1,KK Nair,run out,V Shankar (sub),low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4992,21,2,Sunrisers Hyderabad,0.05263157894736842,5,RR Pant,SV Samson,Yuvraj Singh,0,0,0,0,0,0,0,0,0,RR Pant,caught,DA Warner,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5012,21,2,Sunrisers Hyderabad,0.0,1,SV Samson,SS Iyer,Mohammed Siraj,0,0,0,0,0,0,0,0,0,SV Samson,caught,MC Henriques,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5053,21,2,Sunrisers Hyderabad,0.0,5,AD Mathews,SS Iyer,S Kaul,0,0,0,0,0,0,0,0,0,AD Mathews,caught,CJ Jordan (sub),low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5089,22,1,Mumbai Indians,0.10526315789473684,5,SE Marsh,HM Amla,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SE Marsh,caught,KA Pollard,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5162,22,1,Mumbai Indians,0.0,2,MP Stoinis,HM Amla,MJ McClenaghan,0,0,0,0,0,0,0,0,0,MP Stoinis,caught,KA Pollard,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5218,22,2,Kings XI Punjab,0.10526315789473684,6,PA Patel,JC Buttler,MP Stoinis,0,0,0,0,0,0,0,0,0,PA Patel,caught,GJ Maxwell,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5264,22,2,Kings XI Punjab,0.0,1,JC Buttler,N Rana,MM Sharma,0,0,0,0,0,0,0,0,0,JC Buttler,caught,GJ Maxwell,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5299,23,1,Gujarat Lions,0.21052631578947367,2,SP Narine,G Gambhir,SK Raina,0,0,0,0,0,0,0,0,0,SP Narine,caught,JP Faulkner,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5349,23,1,Gujarat Lions,0.0,3,G Gambhir,RV Uthappa,JP Faulkner,0,0,0,0,0,0,0,0,0,G Gambhir,caught,SK Raina,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5390,23,1,Gujarat Lions,0.0,2,RV Uthappa,MK Pandey,P Kumar,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,BB McCullum,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5399,23,1,Gujarat Lions,0.0,5,YK Pathan,SA Yadav,Basil Thampi,0,0,0,0,0,0,1,0,1,SA Yadav,run out,BB McCullum,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5422,23,2,Kolkata Knight Riders,0.21052631578947367,4,AJ Finch,BB McCullum,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,AJ Finch,caught,MK Pandey,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5439,23,2,Kolkata Knight Riders,0.05263157894736842,2,BB McCullum,SK Raina,CR Woakes,0,0,0,0,0,0,0,0,0,BB McCullum,caught,MK Pandey,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5445,23,2,Kolkata Knight Riders,0.05263157894736842,2,KD Karthik,SK Raina,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,KD Karthik,caught,G Gambhir,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5471,23,2,Kolkata Knight Riders,0.0,4,Ishan Kishan,SK Raina,Kuldeep Yadav,0,0,0,0,0,0,0,0,0,Ishan Kishan,caught,UT Yadav,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5508,23,2,Kolkata Knight Riders,0.0,5,SK Raina,RA Jadeja,Kuldeep Yadav,0,0,0,0,0,0,0,0,0,SK Raina,caught,MK Pandey,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5546,24,1,Delhi Daredevils,0.10526315789473684,1,N Rana,JC Buttler,CH Morris,0,0,0,0,0,0,0,0,0,JC Buttler,run out,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5559,24,1,Delhi Daredevils,0.05263157894736842,2,N Rana,RG Sharma,PJ Cummins,0,0,0,0,0,0,0,0,0,N Rana,caught,CJ Anderson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5564,24,1,Delhi Daredevils,0.05263157894736842,1,RG Sharma,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,RG Sharma,caught,PJ Cummins,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5593,24,1,Delhi Daredevils,0.0,5,KH Pandya,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,KH Pandya,caught,RR Pant,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5620,24,1,Delhi Daredevils,0.0,1,KA Pollard,HH Pandya,PJ Cummins,0,0,0,0,0,0,0,0,0,KA Pollard,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5632,24,1,Delhi Daredevils,0.0,7,HH Pandya,Harbhajan Singh,K Rabada,0,0,0,0,0,0,0,0,0,Harbhajan Singh,run out,K Rabada,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5635,24,1,Delhi Daredevils,0.0,3,HH Pandya,MJ McClenaghan,CH Morris,0,0,0,0,0,0,1,0,1,HH Pandya,run out,KK Nair,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5642,24,2,Mumbai Indians,1.0,4,AP Tare,SV Samson,MG Johnson,0,0,0,0,0,0,0,0,0,AP Tare,run out,HH Pandya,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5646,24,2,Mumbai Indians,0.47368421052631576,2,SV Samson,KK Nair,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SV Samson,caught,RG Sharma,medium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5659,24,2,Mumbai Indians,0.21052631578947367,3,SS Iyer,KK Nair,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SS Iyer,caught,PA Patel,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5672,24,2,Mumbai Indians,0.10526315789473684,3,RR Pant,KK Nair,JJ Bumrah,0,0,0,0,0,0,0,0,0,RR Pant,caught,Harbhajan Singh,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5814,25,1,Rising Pune Supergiant,0.05263157894736842,1,S Dhawan,DA Warner,Imran Tahir,0,0,0,0,0,0,0,0,0,S Dhawan,caught,RA Tripathi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5906,25,2,Sunrisers Hyderabad,0.21052631578947367,1,AM Rahane,RA Tripathi,Bipul Sharma,0,0,0,0,0,0,0,0,0,AM Rahane,caught,S Kaul,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5966,25,2,Sunrisers Hyderabad,0.0,1,MS Dhoni,RA Tripathi,Rashid Khan,0,0,0,0,0,0,0,0,0,RA Tripathi,run out,Rashid Khan,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5984,25,2,Sunrisers Hyderabad,0.0,1,BA Stokes,MS Dhoni,B Kumar,0,0,0,0,0,0,0,0,0,BA Stokes,caught,V Shankar (sub),low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6016,26,1,Gujarat Lions,0.47368421052631576,2,M Vohra,HM Amla,NB Singh,0,0,0,0,0,0,0,0,0,M Vohra,caught,KD Karthik,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6064,26,1,Gujarat Lions,0.05263157894736842,2,SE Marsh,HM Amla,AJ Tye,0,0,0,0,0,0,0,0,0,SE Marsh,caught,SK Raina,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6116,26,1,Gujarat Lions,0.0,5,MP Stoinis,AR Patel,AJ Tye,0,0,0,0,0,0,0,0,0,MP Stoinis,caught,BB McCullum,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6121,26,1,Gujarat Lions,0.0,4,AR Patel,WP Saha,DR Smith,0,0,0,0,0,0,0,0,0,AR Patel,caught,AJ Finch,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6129,26,1,Gujarat Lions,0.0,6,WP Saha,MM Sharma,Basil Thampi,0,0,0,0,0,0,0,0,0,WP Saha,run out,Basil Thampi,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6163,26,2,Kings XI Punjab,0.10526315789473684,4,AJ Finch,SK Raina,MM Sharma,0,0,0,0,0,0,0,0,0,AJ Finch,caught,MP Stoinis,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6183,26,2,Kings XI Punjab,0.05263157894736842,6,SK Raina,KD Karthik,AR Patel,0,0,0,0,0,0,0,0,0,SK Raina,caught,GJ Maxwell,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6208,26,2,Kings XI Punjab,0.0,6,DR Smith,KD Karthik,AR Patel,0,0,0,0,0,0,0,0,0,DR Smith,caught,MP Stoinis,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6277,27,1,Royal Challengers Bangalore,0.21052631578947367,5,G Gambhir,SP Narine,TS Mills,0,0,0,0,0,0,0,0,0,G Gambhir,caught,KM Jadhav,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6289,27,1,Royal Challengers Bangalore,0.10526315789473684,4,SP Narine,RV Uthappa,STR Binny,0,0,0,0,0,0,0,0,0,SP Narine,caught,YS Chahal,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6311,27,1,Royal Challengers Bangalore,0.05263157894736842,2,YK Pathan,MK Pandey,YS Chahal,0,1,0,0,0,0,0,1,1,YK Pathan,stumped,KM Jadhav,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6323,27,1,Royal Challengers Bangalore,0.0,1,MK Pandey,SA Yadav,YS Chahal,0,0,0,0,0,0,0,0,0,MK Pandey,caught,S Badree,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6325,27,1,Royal Challengers Bangalore,0.0,3,C de Grandhomme,SA Yadav,YS Chahal,0,0,0,0,0,0,0,0,0,C de Grandhomme,caught,V Kohli,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6355,27,1,Royal Challengers Bangalore,0.0,3,CR Woakes,SA Yadav,TS Mills,0,0,0,0,0,0,0,0,0,CR Woakes,caught,Mandeep Singh,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6362,27,1,Royal Challengers Bangalore,0.0,4,NM Coulter-Nile,SA Yadav,P Negi,0,0,0,0,0,0,0,0,0,NM Coulter-Nile,caught,AB de Villiers,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6363,27,1,Royal Challengers Bangalore,0.0,5,SA Yadav,UT Yadav,P Negi,0,0,0,0,0,0,0,0,0,SA Yadav,caught,TS Mills,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6378,27,2,Kolkata Knight Riders,1.0,4,V Kohli,CH Gayle,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,V Kohli,caught,MK Pandey,high,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6383,27,2,Kolkata Knight Riders,0.47368421052631576,2,Mandeep Singh,CH Gayle,UT Yadav,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,MK Pandey,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6390,27,2,Kolkata Knight Riders,0.2631578947368421,3,AB de Villiers,CH Gayle,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,RV Uthappa,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6402,27,2,Kolkata Knight Riders,0.15789473684210525,1,KM Jadhav,CH Gayle,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,CR Woakes,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6416,27,2,Kolkata Knight Riders,0.05263157894736842,3,CH Gayle,STR Binny,CR Woakes,0,0,0,0,0,0,0,0,0,CH Gayle,caught,NM Coulter-Nile,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6419,27,2,Kolkata Knight Riders,0.05263157894736842,6,STR Binny,P Negi,CR Woakes,0,0,0,0,0,0,0,0,0,STR Binny,caught,RV Uthappa,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6433,27,2,Kolkata Knight Riders,0.05263157894736842,1,TS Mills,S Aravind,C de Grandhomme,0,0,0,0,0,0,0,0,0,TS Mills,caught,Kuldeep Yadav,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6436,27,2,Kolkata Knight Riders,0.05263157894736842,4,YS Chahal,S Aravind,C de Grandhomme,0,0,0,0,0,0,0,0,0,YS Chahal,caught,MK Pandey,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6506,28,1,Mumbai Indians,0.0,3,RA Tripathi,SPD Smith,KV Sharma,0,0,0,0,0,0,0,0,0,RA Tripathi,caught,KA Pollard,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6584,28,2,Rising Pune Supergiant,0.15789473684210525,2,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,0,0,0,JC Buttler,caught,Washington Sundar,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6603,28,2,Rising Pune Supergiant,0.05263157894736842,2,N Rana,PA Patel,DT Christian,0,0,0,0,0,0,0,0,0,N Rana,caught,JD Unadkat,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6656,28,2,Rising Pune Supergiant,0.0,1,KA Pollard,RG Sharma,Imran Tahir,0,0,0,0,0,0,0,0,0,KA Pollard,caught,SPD Smith,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6676,28,2,Rising Pune Supergiant,0.0,1,HH Pandya,RG Sharma,JD Unadkat,0,0,0,0,0,0,0,0,0,HH Pandya,caught,BA Stokes,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6680,28,2,Rising Pune Supergiant,0.0,5,Harbhajan Singh,MJ McClenaghan,JD Unadkat,0,0,0,0,0,0,1,0,1,MJ McClenaghan,run out,JD Unadkat,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6765,29,1,Kolkata Knight Riders,0.0,3,AM Rahane,SPD Smith,SP Narine,0,0,0,0,0,0,0,0,0,AM Rahane,stumped,RV Uthappa,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6788,29,1,Kolkata Knight Riders,0.0,2,MS Dhoni,SPD Smith,Kuldeep Yadav,0,0,0,0,0,0,0,0,0,MS Dhoni,stumped,RV Uthappa,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6791,29,1,Kolkata Knight Riders,0.0,5,MK Tiwary,SPD Smith,Kuldeep Yadav,0,0,0,0,0,0,0,0,0,MK Tiwary,stumped,RV Uthappa,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6806,29,1,Kolkata Knight Riders,0.0,7,DT Christian,SPD Smith,UT Yadav,0,0,0,0,0,0,0,0,0,DT Christian,caught,MK Pandey,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6823,29,2,Rising Pune Supergiant,0.2631578947368421,4,G Gambhir,SP Narine,Washington Sundar,0,0,0,0,0,0,0,0,0,SP Narine,run out,SN Thakur,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6912,29,2,Rising Pune Supergiant,0.0,5,RV Uthappa,G Gambhir,JD Unadkat,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,RA Tripathi,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6917,29,2,Rising Pune Supergiant,0.0,4,G Gambhir,DM Bravo,DT Christian,0,0,0,0,0,0,0,0,0,G Gambhir,caught,SN Thakur,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6945,30,1,Gujarat Lions,0.21052631578947367,6,V Kohli,CH Gayle,Basil Thampi,0,0,0,0,0,0,0,0,0,V Kohli,caught,AJ Finch,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6947,30,1,Gujarat Lions,0.15789473684210525,1,CH Gayle,AB de Villiers,AJ Tye,0,0,0,0,0,0,0,0,0,CH Gayle,caught,KD Karthik,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6948,30,1,Gujarat Lions,0.15789473684210525,2,TM Head,AB de Villiers,AJ Tye,0,0,0,0,0,0,0,0,0,TM Head,caught,SK Raina,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6980,30,1,Gujarat Lions,0.05263157894736842,4,Mandeep Singh,AB de Villiers,Ankit Soni,0,0,0,0,0,0,0,0,0,AB de Villiers,run out,RA Jadeja,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7005,30,1,Gujarat Lions,0.0,4,P Negi,Mandeep Singh,Ankit Soni,0,0,0,0,0,0,0,0,0,P Negi,caught,Basil Thampi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7010,30,1,Gujarat Lions,0.0,3,S Badree,Mandeep Singh,RA Jadeja,0,0,0,0,0,0,0,0,0,S Badree,caught,Ishan Kishan,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7018,30,1,Gujarat Lions,0.0,5,Mandeep Singh,S Aravind,AJ Tye,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,RA Jadeja,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7041,30,1,Gujarat Lions,0.0,4,S Aravind,A Choudhary,JP Faulkner,0,0,0,0,0,0,0,0,0,S Aravind,caught,BB McCullum,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7043,30,1,Gujarat Lions,0.0,6,YS Chahal,A Choudhary,JP Faulkner,0,0,0,0,0,0,1,0,1,YS Chahal,run out,BB McCullum,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7070,30,2,Royal Challengers Bangalore,0.15789473684210525,1,BB McCullum,SK Raina,S Badree,0,0,0,0,0,0,0,0,0,BB McCullum,caught,AB de Villiers,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7121,30,2,Royal Challengers Bangalore,0.0,1,AJ Finch,SK Raina,P Negi,0,0,0,0,0,0,0,0,0,AJ Finch,caught,AB de Villiers,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7237,31,1,Kolkata Knight Riders,0.0,1,CJ Anderson,CH Morris,SP Narine,0,0,0,0,0,0,0,0,0,CJ Anderson,run out,SP Jackson,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7253,31,1,Kolkata Knight Riders,0.0,5,CH Morris,AR Bawne,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,CH Morris,caught,CR Woakes,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7328,31,2,Delhi Daredevils,0.0,2,G Gambhir,RV Uthappa,CJ Anderson,0,0,0,0,0,0,0,0,0,RV Uthappa,run out,KK Nair,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7441,32,1,Kings XI Punjab,0.0,2,S Dhawan,KS Williamson,MM Sharma,0,0,0,0,0,0,0,0,0,S Dhawan,caught,GJ Maxwell,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
